direccion,id_dpto,departamen,id_prov,provincia,id_dist,distrito,cod_cpnp,comisaria,id_materia,materia,id_tipo,tipo,id_subtipo,subtipo,id_modalidad,modalidad,AÑO_HECHO,MES_HECHO,DIA_HECHO,TURNO_HECH,time,estado,x,y
"Calle19, Ventanilla, Perú",07,CALLAO,0701,CALLAO,070106,VENTANILLA,6009,CPNP VILLA LOS REYES,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,6,tarde,"1/6/2018, 12:55 PM",1,-8585614.789644206,-1326430.6038602442
JR. RECUAY CRUCE CON JR. HUARAZ,15,LIMA,1501,LIMA,150105,BREÑA,1951,CPNP CHACRA COLORADA,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,6,madrugada,"1/6/2018, 2:45 AM",1,-8576619.218442358,-1352040.3651589174
JOSE OLAYA (INTERIOR DE LA DISCOTECA LA QUINTA),02,ANCASH,0218,SANTA,021801,CHIMBOTE,4886,CPNP 21 DE ABRIL,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,7,madrugada,"1/7/2018, 4:00 AM",1,-8746885.351841077,-1013590.4998337146
AV. PERU Y AV. DUEÑAS - SMP,15,LIMA,1501,LIMA,150135,SAN MARTIN DE PORRES,1930,CPNP BARBONCITOS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,6,noche,"1/6/2018, 9:30 PM",1,-8578847.95709948,-1349387.2969928281
"mercado pariachi, costado del poder judicial. horacio zevallos",15,LIMA,1501,LIMA,150103,ATE,2135,CPNP HUAYCAN,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,7,mañana,"1/7/2018, 8:00 AM",1,-8554268.402025295,-1346358.9215058433
AV CARLOS IZAGUIRRE INDEPENDENCIA,15,LIMA,1501,LIMA,150112,INDEPENDENCIA,1855,CPNP INDEPENDENCIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,6,madrugada,"1/6/2018, 5:00 AM",1,-8578255.414581936,-1344509.5379451474
"URB. ÁLAMOS MZ-D, LT.39, DISTRITO DE SOCABAYA,",04,AREQUIPA,0401,AREQUIPA,040122,SOCABAYA,4102,CPNP SOCABAYA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,madrugada,"1/7/2018, 5:00 AM",1,-7962777.88706562,-1858755.44530335
plaza san miguel,15,LIMA,1501,LIMA,150136,SAN MIGUEL,1965,CPNP SAN MIGUEL,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,noche,"1/6/2018, 11:45 PM",1,-8581998.220765287,-1354528.8810574764
calle las dalias urb. virgen del carmen - vitarte,15,LIMA,1501,LIMA,150103,ATE,2130,CPNP SANTA CLARA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050209,ROBO DE CELULAR,2018,1,7,madrugada,"1/7/2018, 2:30 AM",1,-8559309.37158248,-1348747.1680562184
"COMUNIDAD DE BELLAPAMPA, S/N DISTRITO DE SOCABAYA,",04,AREQUIPA,0401,AREQUIPA,040122,SOCABAYA,4102,CPNP SOCABAYA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10510,DAÑOS,1051001,DAÑO SIMPLE,2018,1,7,mañana,"1/7/2018, 7:20 AM",1,-7962777.88706562,-1858755.44530335
CALLE CASTILLA MZ-M1 LT-5-APLAO,04,AREQUIPA,0404,CASTILLA,040401,APLAO,4174,CPNP APLAO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10510,DAÑOS,1051001,DAÑO SIMPLE,2018,1,7,tarde,"1/7/2018, 12:20 PM",1,-8069321.059259122,-1812954.582973062
"Mercado Modelo de Piura, Piura, Perú",20,PIURA,2001,PIURA,200101,PIURA,0600,CPNP PIURA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 1:00 PM",1,-8976118.146095306,-578383.1534508314
AV. PERU Y AV. UNIVERSITARIA-SMP.,15,LIMA,1501,LIMA,150135,SAN MARTIN DE PORRES,1930,CPNP BARBONCITOS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,tarde,"1/7/2018, 1:30 PM",1,-8580180.507064024,-1349164.733976092
AV. NARANJAL CON AV. UNIVERSITARIA,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050119,HURTO DE VEHICULO,2018,1,7,tarde,"1/7/2018, 1:00 PM",1,-8580066.15968308,-1341088.476434016
PARADERO 15 DE LAS FLORES S.J.L,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2090,CPNP CANTO REY,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,mañana,"1/7/2018, 7:00 AM",1,-8570931.048497654,-1342172.657466059
JR. COLINA ALTURA DEL HOSPITAL NACIONAL ALBERTO SABOGAL DE BELLAVISTA CALLAO,07,CALLAO,0701,CALLAO,070102,BELLAVISTA,6024,CPNP BELLAVISTA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,7,madrugada,"1/7/2018, 3:30 AM",1,-8585230.25972903,-1353012.8415564417
AV. ANGAMOS 1050  CUARTO 305 SURQUILLO,15,LIMA,1501,LIMA,150141,SURQUILLO,2190,CPNP SURQUILLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,mañana,"1/6/2018, 8:00 AM",1,-8573718.399491524,-1358882.599314634
ASUNCION 8-(REF.A UNA CDRA.DEL PARQUE),15,LIMA,1505,CAÑETE,150507,IMPERIAL,2425,CPNP IMPERIAL,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,tarde,"1/7/2018, 1:00 PM",1,-8499079.037137004,-1466471.0575073564
av. 15 de julio. huaycan.,15,LIMA,1501,LIMA,150103,ATE,2135,CPNP HUAYCAN,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,7,madrugada,"1/7/2018, 3:00 AM",1,-8551905.233951094,-1346947.6830931539
AV. PROGRESO Y EL TRIUNFO,15,LIMA,1501,LIMA,150143,VILLA MARIA DEL TRIUNFO,2280,CPNP VILLA MARIA DEL TRIUNFO,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010311,LESIONES LEVES,2018,1,6,noche,"1/6/2018, 10:00 PM",1,-8563778.971589271,-1363817.1356468163
"Av. Oscar R. Benavides 42, Cercado de Lima 15082, Perú",15,LIMA,1501,LIMA,150101,LIMA,1997,CPNP MONSERRATE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,5,noche,"1/5/2018, 9:00 PM",1,-8576421.54196603,-1350985.1014910382
"calle 50, mz. 58, lte. 15, aahh armando villa nueva del campo",15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,104,LIBERTAD (DELITO),10403,VIOLACION DE DOMICILIO,1040301,VIOLACION DE DOMICILIO,2018,1,6,noche,"1/6/2018, 7:00 PM",1,-8580066.15968308,-1341088.476434016
"calle 50, mz. 58, lte. 15, aahh armando villa nueva del campo",15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120105,"FABRICACION, SUMINISTRO O TENENCIA DE MATERIALES PELIGROSOS (ARMAS, EXPLOSIVOS)",2018,1,6,noche,"1/6/2018, 7:00 PM",1,-8580066.15968308,-1341088.476434016
EN LAS DUNAS DE VILLA.,15,LIMA,1501,LIMA,150142,VILLA EL SALVADOR,2275,CPNP URBANIZACION PACHACAMAC,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,7,tarde,"1/7/2018, 12:00 PM",1,-8564970.824849397,-1372586.9166652232
CARRETERA INTEROCEANICA NORTE - HOSPITAL LAS MERCEDES,20,PIURA,2005,PAITA,200501,PAITA,0762,CPNP CIUDAD DEL PESCADOR,1,FUERO COMUN,118,ADMINISTRACION PUBLICA (DELITO),11802,COMETIDOS POR FUNCIONARIOS PUBLICOS,1180204,DENEGACION O DEFICIENTE APOYO POLICIAL,2018,1,4,noche,"1/4/2018, 8:15 PM",1,-9026928.49977279,-567415.4928536013
SANTA ROSA,02,ANCASH,0212,HUAYLAS,021201,CARAZ,4855,CPNP CARAZ,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010311,LESIONES LEVES,2018,1,7,tarde,"1/7/2018, 12:10 PM",1,-8662118.342589267,-1011404.9862819151
AA.HH LAS DALIAS MZ A LT. 05- CHULUCANAS,20,PIURA,2004,MORROPON,200401,CHULUCANAS,0636,CPNP CHULUCANAS,1,FUERO COMUN,104,LIBERTAD (DELITO),10409,VIOLACION DE LA LIBERTAD SEXUAL,1040905,VIOLACION SEXUAL DE MENOR DE 14 AÑOS,2018,1,6,noche,"1/6/2018, 6:00 PM",1,-8923326.310602402,-567768.2203753019
"Av. Tomás Valle 3535, Callao  Perú",07,CALLAO,0701,CALLAO,070101,CALLAO,6008,CPNP JUAN INGUNZA VALDIVIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,7,tarde,"1/7/2018, 12:30 PM",1,-8582472.20991757,-1347507.5080666232
"Jirón Nicolás de Pierola 379, Cercado de Lima 15103, Perú",15,LIMA,1501,LIMA,150135,SAN MARTIN DE PORRES,1920,CPNP SAN MARTIN DE PORRES,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,6,madrugada,"1/6/2018, 5:00 AM",1,-8578347.194607789,-1348989.2161680257
AV ARRIBA PERU Y AV PASTOR SEVILLA,15,LIMA,1501,LIMA,150142,VILLA EL SALVADOR,2270,CPNP VILLA EL SALVADOR,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,6,noche,"1/6/2018, 7:00 PM",1,-8565093.521192148,-1370325.773591862
POR EL MERCADO LAS AMERICAS ATE VITARTE,15,LIMA,1501,LIMA,150103,ATE,2125,CPNP VITARTE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,tarde,"1/6/2018, 3:00 PM",1,-8560531.05846614,-1348492.7068359174
MZ 63 LOTE 30 PROYECTO ESPECIAL 2DA ETAPA SJL,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2090,CPNP CANTO REY,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,noche,"1/6/2018, 8:43 PM",1,-8570931.048497654,-1342172.657466059
calle la victoria puente piedra,15,LIMA,1501,LIMA,150125,PUENTE PIEDRA,1815,CPNP PUENTE PIEDRA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,6,noche,"1/6/2018, 10:00 PM",1,-8580381.87289092,-1329922.165441785
MARIANO NUÑEZ CON JR. UMACHIRI,21,PUNO,2111,SAN ROMAN,211101,JULIACA,4532,CPNP SANTA BARBARA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,tarde,"1/7/2018, 3:10 PM",1,-7807466.625567107,-1744995.4717435823
"Av. Los Chancas, SANTA ANITA, Perú",15,LIMA,1501,LIMA,150137,SANTA ANITA,2120,CPNP SANTA ANITA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,noche,"1/6/2018, 7:30 PM",1,-8567061.835581604,-1349767.9418933368
"Av. Proceres de Huandoy 109, Comas 15314, Perú",15,LIMA,1501,LIMA,150117,LOS OLIVOS,1800,CPNP PRO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,mañana,"1/6/2018, 8:00 AM",1,-8579643.576647136,-1338624.6850551837
SAN ANDRES NRO. 185 URB. SAN ANDRES,13,LA LIBERTAD,1301,TRUJILLO,130101,TRUJILLO,1085,CPNP AYACUCHO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,6,noche,"1/6/2018, 11:00 PM",1,-8797875.57855741,-906481.4046008865
PROLONGACION ALAMOS  PRO. VIVIENDA CANEVARO DE SURCO MZ C LT. 25B,15,LIMA,1501,LIMA,150140,SANTIAGO DE SURCO,2205,CPNP SURCO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,tarde,"1/7/2018, 3:00 PM",1,-8570689.696709666,-1361828.6521274552
av. el sol y pastor seveilla ves,15,LIMA,1501,LIMA,150142,VILLA EL SALVADOR,2245,CPNP LADERAS DE VILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,mañana,"1/7/2018, 7:00 AM",1,-8566361.060574068,-1369085.705217486
JR. CARLOS GUTIÉRREZ Nº542,15,LIMA,1501,LIMA,150115,LA VICTORIA,2035,CPNP APOLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,madrugada,"1/7/2018, 4:00 AM",1,-8573361.16411362,-1354294.9536481875
JIRON TRES DE FEBRERO CRUCE CON LA AV. NICOLAS ARRIOLA,15,LIMA,1501,LIMA,150115,LA VICTORIA,2035,CPNP APOLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,tarde,"1/7/2018, 3:00 PM",1,-8572489.02043105,-1354224.6812897637
"100, Zarumilla, Perú",24,TUMBES,2403,ZARUMILLA,240301,ZARUMILLA,5820,CPNP ZARUMILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10510,DAÑOS,1051001,DAÑO SIMPLE,2018,1,7,mañana,"1/7/2018, 11:00 AM",1,-8936699.985872522,-388751.69005563954
PARADERO 20 LOS LAURELES,15,LIMA,1501,LIMA,150133,SAN JUAN DE MIRAFLORES,2260,CPNP PAMPLONA II,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,mañana,"1/7/2018, 9:05 AM",1,-8567138.538161661,-1361241.0150656113
altura del colegio republica de japon puente piedra,15,LIMA,1501,LIMA,150125,PUENTE PIEDRA,1815,CPNP PUENTE PIEDRA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,7,tarde,"1/7/2018, 3:30 PM",1,-8578646.22391827,-1332103.432493072
JR. HUMBOLTH CON PROLONG HUANUCO,15,LIMA,1501,LIMA,150115,LA VICTORIA,2035,CPNP APOLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,6,madrugada,"1/6/2018, 12:00 AM",1,-8573414.174455134,-1354068.598229676
nicolas arriola y javier prado,15,LIMA,1501,LIMA,150115,LA VICTORIA,2030,CPNP LA VICTORIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10506,ESTAFA Y OTRAS DEFRAUDACIONES,1050601,ESTAFA,2018,1,7,tarde,"1/7/2018, 12:00 PM",1,-8573638.550020777,-1355935.9896343178
JR. BUEN PASTOR CON CALLE SOL DE ORO S/N LOS OLIVOS,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1810,CPNP SOL DE ORO,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010303,LESIONES LEVES POR VIOLENCIA FAMILIAR,2018,1,7,mañana,"1/7/2018, 10:00 AM",1,-8578733.965940911,-1345420.2291093047
"Calle 4, Ventanilla, Perú",07,CALLAO,0701,CALLAO,070106,VENTANILLA,6030,CPNP VENTANILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050104,HURTO AGRAVADO DURANTE LA NOCHE,2018,1,6,noche,"1/6/2018, 8:30 PM",1,-8586957.83391978,-1332778.1060345236
"100, Zarumilla, Perú calle 04 MZ C. LOT. 16 AA. -HH nuevo Zarumilla",24,TUMBES,2403,ZARUMILLA,240301,ZARUMILLA,5820,CPNP ZARUMILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10510,DAÑOS,1051001,DAÑO SIMPLE,2018,1,7,mañana,"1/7/2018, 11:00 AM",1,-8936795.532170704,-388617.92534946435
AV. SAN PABLO CON JR. GARCIA Y NARANJO,15,LIMA,1501,LIMA,150115,LA VICTORIA,2035,CPNP APOLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,7,tarde,"1/7/2018, 4:45 PM",1,-8573414.174455134,-1354068.598229676
"Central 25, Ventanilla, Perú",07,CALLAO,0701,CALLAO,070106,VENTANILLA,6009,CPNP VILLA LOS REYES,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010311,LESIONES LEVES,2018,1,7,tarde,"1/7/2018, 4:20 PM",1,-8585635.063706465,-1325623.8367726333
"km. 7.5 de ca carretera coronel nestor gambeta, oquendo callao",07,CALLAO,0701,CALLAO,070101,CALLAO,6022,CPNP MARQUEZ,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,tarde,"1/7/2018, 12:30 PM",1,-8586257.749761006,-1340022.3116752722
PLAZA DE ACHO,15,LIMA,1501,LIMA,150110,COMAS,1880,CPNP LA PASCANA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,noche,"1/6/2018, 11:15 PM",1,-8577560.947938623,-1337740.7715784742
av. vallejo y av. central ves,15,LIMA,1501,LIMA,150142,VILLA EL SALVADOR,2270,CPNP VILLA EL SALVADOR,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,madrugada,"1/7/2018, 12:00 AM",1,-8564280.911173256,-1369856.2757953338
AV. DEFENSORES DEL MORRO (ANTES DE LLEGAR AL PUENTE),15,LIMA,1501,LIMA,150108,CHORRILLOS,2240,CPNP MATEO PUMACAHUA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,tarde,"1/7/2018, 4:00 PM",1,-8572465.031080786,-1367071.6494774865
AVENIDA BOLIVIA,08,CUSCO,0801,CUSCO,080108,WANCHAQ,3490,CPNP WANCHAQ,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,7,madrugada,"1/7/2018, 5:00 AM",1,-8008764.213615205,-1520528.9134815894
sector las vegas - puente piedra,15,LIMA,1501,LIMA,150125,PUENTE PIEDRA,1815,CPNP PUENTE PIEDRA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,7,tarde,"1/7/2018, 4:30 PM",1,-8580381.87289092,-1329922.165441785
AVENIDA EXCOUNTRY A4,20,PIURA,2001,PIURA,200101,PIURA,0600,CPNP PIURA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,tarde,"1/7/2018, 1:38 PM",1,-8976040.419821208,-578472.6155308217
CUARTO PARADERO DE LA AVENIDA 28 DE JULIO,08,CUSCO,0801,CUSCO,080108,WANCHAQ,3490,CPNP WANCHAQ,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,6,noche,"1/6/2018, 11:00 PM",1,-8010182.546379347,-1520690.7909791635
"Callao 116, Mollendo, Perú",04,AREQUIPA,0407,ISLAY,040701,MOLLENDO,4078,CPNP MOLLENDO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,madrugada,"1/7/2018, 12:00 AM",1,-8016288.279296248,-1924574.2591818501
Av. 26 de Noviembre   paradero 08,15,LIMA,1501,LIMA,150143,VILLA MARIA DEL TRIUNFO,2280,CPNP VILLA MARIA DEL TRIUNFO,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,2,mañana,"1/2/2018, 6:30 AM",1,-8563778.971589271,-1363817.1356468163
"Calle Las Rosas 378, Tumbes, Perú",24,TUMBES,2401,TUMBES,240101,TUMBES,5810,CPNP ANDRES ARAUJO MORAN,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,madrugada,"1/7/2018, 4:30 AM",1,-8953102.537805546,-396161.3726207455
CALLE ANDRES AVELINO CACERES FRONTIS DEL INMUEBLE Nº.234,18,MOQUEGUA,1801,MARISCAL NIETO,180101,MOQUEGUA,4240,CPNP MOQUEGUA,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,7,mañana,"1/7/2018, 8:30 AM",1,-7896093.860801154,-1942758.1916861471
jiron humboldt cruce con el jiron antonio bazo,15,LIMA,1501,LIMA,150115,LA VICTORIA,2035,CPNP APOLO,1,FUERO COMUN,104,LIBERTAD (DELITO),10409,VIOLACION DE LA LIBERTAD SEXUAL,1040911,ACTOS CONTRA EL PUDOR DE MENORES,2018,1,7,mañana,"1/7/2018, 11:20 AM",1,-8573215.636143306,-1352993.6492163127
"Jr, intermedio a la altura de la Mz Q-07",15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2090,CPNP CANTO REY,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,7,mañana,"1/7/2018, 7:30 AM",1,-8570931.048497654,-1342172.657466059
mercado la rinconada pamplona alta,15,LIMA,1501,LIMA,150133,SAN JUAN DE MIRAFLORES,2255,CPNP PAMPLONA I,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,7,mañana,"1/7/2018, 11:40 AM",1,-8568454.546049874,-1363225.1215139008
AV LETICIA CON MANCO CAPAC ASA,04,AREQUIPA,0401,AREQUIPA,040102,ALTO SELVA ALEGRE,4092,CPNP ALTO SELVA ALEGRE,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,7,tarde,"1/7/2018, 12:20 PM",1,-7961013.283893415,-1848028.0920880628
AUGUSTO SORIANO INFANTE N° 976 - SOLEDAD- HUARAZ.,02,ANCASH,0201,HUARAZ,020101,HUARAZ,4801,CPNP HUARAZ,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050103,HURTO AGRAVADO EN CASA HABITADA,2018,1,6,madrugada,"1/6/2018, 4:00 AM",1,-8630164.305396043,-1066288.679190032
EX CONTRI (REF. ALTURA DEL MERCADO MODELO),20,PIURA,2001,PIURA,200101,PIURA,0645,CPNP LOS ALGARROBOS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,6,tarde,"1/6/2018, 5:20 PM",1,-8978461.084412407,-577230.7879391805
POLLERIA  PARDO UBICADO EN LA AV. SUCRE CUADRA 6,15,LIMA,1501,LIMA,150121,PUEBLO LIBRE,1960,CPNP PUEBLO LIBRE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,tarde,"1/7/2018, 3:29 PM",1,-8578896.837487888,-1354672.9222205274
AEROPUERTO ALFREDO RODRIGUEZ BALLON-AV. AVIACIÓN S/N. CERRO COLORADO-AREQUIPA,04,AREQUIPA,0401,AREQUIPA,040104,CERRO COLORADO,4022,CPNP ZAMACOLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050209,ROBO DE CELULAR,2018,1,3,noche,"1/3/2018, 6:40 PM",1,-7966912.203898091,-1844688.6631278722
SERVICIOS HIGIENICOS DE LA PUERTA 2 DEL MERCADO PRODUCTORES DE SANTA ANITA,15,LIMA,1501,LIMA,150137,SANTA ANITA,2120,CPNP SANTA ANITA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,5,noche,"1/5/2018, 9:50 PM",1,-8568120.309278766,-1350972.1236168237
AV. SAN BORJA SUR CON LA AV. AVIACION (ESTACIONAMIENTO MUNICIPAL DE BICICLETAS),15,LIMA,1501,LIMA,150130,SAN BORJA,2195,CPNP SAN BORJA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,tarde,"1/7/2018, 4:20 PM",1,-8572238.473653123,-1355876.449006906
av. san borja norte 247 dpto 302,15,LIMA,1501,LIMA,150130,SAN BORJA,2195,CPNP SAN BORJA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,tarde,"1/7/2018, 2:15 PM",1,-8572518.074818147,-1356481.1162443587
PLAYA AGUA DULCE CHORRILLOS,15,LIMA,1501,LIMA,150108,CHORRILLOS,2230,CPNP CHORRILLOS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050204,ROBO AGRAVADO A MANO ARMADA,2018,1,7,tarde,"1/7/2018, 3:30 PM",1,-8574559.707675142,-1364063.3665564288
"Carr. Nestor Gambetta 1000, CEMENTERIO PARQUE DEL RECUERDO Callao 07046, Perú",07,CALLAO,0701,CALLAO,070101,CALLAO,6022,CPNP MARQUEZ,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,7,tarde,"1/7/2018, 4:00 PM",1,-8585716.053311434,-1341507.6268192253
AA.HH. LETICIA ALTURA DE LAS GRADAS QUE DA ACCESO AL CERRO SAN CRISTOBAL,15,LIMA,1501,LIMA,150128,RIMAC,1915,CPNP EL MANZANO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,7,tarde,"1/7/2018, 2:00 PM",1,-8575634.764525533,-1348795.062590506
LOS ANGELES NRO 545 - URB. CALIFORNIA,13,LA LIBERTAD,1301,TRUJILLO,130111,VICTOR LARCO HERRERA,1092,CPNP BUENOS AIRES,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,7,tarde,"1/7/2018, 3:30 PM",1,-8798395.44057941,-908093.1169573448
INTERIOR DE UN MEDIO DE TRANSPORTE,15,LIMA,1501,LIMA,150110,COMAS,1880,CPNP LA PASCANA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,tarde,"1/6/2018, 1:30 PM",1,-8577560.947938623,-1337740.7715784742
